chat_id_1,chat_id_2,similarity,date_diff
219,173,0.9295747728028755,0 days 08:05:35
114,173,0.9295676397177677,3 days 09:47:29
1751,1735,0.9295650386922856,6 days 14:13:15
181,173,0.9295590741003011,3 days 21:52:44
173,114,0.9295267289095757,4 days 21:04:02
1730,1934,0.929502965613658,1 days 01:33:33
207,173,0.9294483226970873,4 days 22:22:35
1751,1735,0.9294361350750895,6 days 19:36:24
114,173,0.9292343106138191,6 days 12:55:03
179,219,0.9292343106138191,5 days 01:44:08
173,179,0.9292343106138191,6 days 14:17:38
114,173,0.9292343106138191,3 days 05:56:36
173,219,0.9292343106138191,5 days 02:01:09
179,173,0.9292343106138191,5 days 01:52:05
173,179,0.9292343106138191,3 days 23:16:44
173,179,0.929162595534724,0 days 00:01:48
181,173,0.9291465588904722,1 days 06:55:47
173,181,0.9291465588904722,1 days 14:40:47
219,173,0.9288527065105668,4 days 12:56:08
173,114,0.9287718106089001,3 days 00:32:41
1751,1735,0.9287477130018118,3 days 12:53:32
173,179,0.9287313620119078,3 days 13:18:07
1730,1934,0.9286968387156634,3 days 21:13:47
177,3389,0.9286917780204971,0 days 20:09:00
1934,1730,0.9286423058422294,1 days 11:47:31
173,179,0.9286413745335643,3 days 21:58:12
181,173,0.9286400038820127,3 days 21:59:07
114,173,0.9286186191800908,6 days 13:54:51
173,114,0.9286186191800908,6 days 07:58:45
173,114,0.9285584302468158,6 days 17:12:53
173,207,0.9284392427657857,0 days 17:37:24
1934,1730,0.9281261399336546,0 days 06:02:41
173,181,0.9279756307177884,3 days 22:09:58
181,114,0.9279569758382734,2 days 15:58:16
173,114,0.9279569758382734,2 days 16:02:59
181,173,0.9279569758382734,2 days 05:53:11
219,173,0.9279452552734949,3 days 02:01:25
219,173,0.927671042841529,0 days 09:59:43
207,173,0.9275963277653131,5 days 06:24:30
173,181,0.9275758962918371,2 days 05:05:46
114,173,0.9275586874235437,1 days 17:36:47
179,173,0.9274700561059002,6 days 22:56:20
1934,1730,0.9273405980217766,3 days 00:55:15
219,181,0.9272840917053283,6 days 18:01:54
173,219,0.9272840917053283,5 days 11:04:38
219,173,0.9272840917053283,6 days 17:57:11
